sno,personId,MaxEducation,PrimaryOccupation,Stage,AnnualIncome,leadquality 
2404,0035w0000356owsAAA,Doctorate,Salaried,follow-up,44000,Best
2405,0035w0000356ozmAAA,Undergraduate,Salaried,Prospecting,47000,Poor
2406,0035w0000356oucAAA,Undergraduate,Salaried,Closed Lost,60000,Average
2407,0035w0000356nAtAAI,Postgraduate,Business,Closed Lost,66000,Average
2408,0035w0000356otuAAA,Undergraduate,Salaried,Closed Lost,54000,Average
2409,0035w0000356nAsAAI,Doctorate,Salaried,follow-up,48000,Poor
2410,0035w0000356ozYAAQ,Postgraduate,Salaried,Proposal/Price Quote,89000,Best
2411,0035w0000356ouLAAQ,Postgraduate,Business,follow-up,76000,Best
2412,0035w0000356ovwAAA,Secondary school,Self employed,Closed Lost,33000,Best
2413,0035w0000356ozMAAQ,Undergraduate,Salaried,follow-up,56000,Poor
2414,0035w0000356p15AAA,Postgraduate,Business,follow-up,76000,Best
2415,0035w0000356ov2AAA,Doctorate,Salaried,follow-up,72000,Poor
2416,0035w0000356oz4AAA,Postgraduate,Business,Closed Lost,62000,Best
2417,0035w0000356p0QAAQ,Undergraduate,Salaried,follow-up,45000,Poor
2418,0035w0000356ov3AAA,Postgraduate,Business,follow-up,84000,Average
2419,0035w0000356oxkAAA,Secondary school,Self employed,Negotiation/Review,16000,Average
2420,0035w0000356ouJAAQ,Secondary school,Self employed,Negotiation/Review,12000,Poor
2421,0035w0000356otyAAA,Undergraduate,Salaried,Closed Lost,80000,Best
2422,0035w0000356ow4AAA,Postgraduate,Salaried,Closed Lost,57000,Average
2423,0035w0000356ow1AAA,Undergraduate,Salaried,Proposal/Price Quote,83000,Average
2424,0035w0000356oyNAAQ,Undergraduate,Salaried,follow-up,68000,Average
2425,0035w0000356otYAAQ,Elementary school,Self employed,Negotiation/Review,22000,Average
2426,0035w0000356ozgAAA,Undergraduate,Salaried,Closed Lost,73000,Poor
2427,0035w0000356p18AAA,Undergraduate,Salaried,follow-up,49000,Average
2428,0035w0000356ozdAAA,Postgraduate,Business,follow-up,79000,Average
2429,0035w0000356oyxAAA,Secondary school,Self employed,Closed Lost,24000,Average
2430,0035w0000356ouNAAQ,Postgraduate,Business,follow-up,85000,Best
2431,0035w0000356otfAAA,Doctorate,Salaried,Closed Lost,83000,Average
2432,0035w0000356p18AAA,Undergraduate,Salaried,follow-up,49000,Average
2433,0035w0000356oz9AAA,Undergraduate,Salaried,Proposal/Price Quote,62000,Average
2434,0035w0000356owmAAA,Elementary school,Unemployed,follow-up,1000,Poor
2435,0035w0000356owkAAA,Doctorate,Salaried,follow-up,77000,Best
2436,0035w0000356oyxAAA,Secondary school,Self employed,Closed Lost,24000,Average
2437,0035w0000356ozqAAA,Secondary school,Self employed,Proposal/Price Quote,1000,Poor
2438,0035w0000356oxiAAA,Undergraduate,Salaried,follow-up,60000,Poor
2439,0035w0000356ozJAAQ,Secondary school,Self employed,Negotiation/Review,34000,Best
2440,0035w0000356p1NAAQ,Postgraduate,Salaried,follow-up,50000,Poor
2441,0035w0000356ouTAAQ,Postgraduate,Business,Closed Lost,88000,Poor
2442,0035w0000356ovkAAA,Postgraduate,Business,follow-up,86000,Best
2443,0035w0000356p16AAA,Postgraduate,Salaried,Closed Lost,51000,Best
2444,0035w0000356ovvAAA,Undergraduate,Salaried,Closed Lost,88000,Best
2445,0035w0000356ozSAAQ,Undergraduate,Salaried,follow-up,85000,Average
2446,0035w0000356oyBAAQ,Undergraduate,Salaried,follow-up,49000,Poor
2447,0035w0000356oyRAAQ,Postgraduate,Business,follow-up,89000,Best
2448,0035w0000356p04AAA,Postgraduate,Salaried,follow-up,30000,Best
2449,0035w0000356ovqAAA,Undergraduate,Salaried,Closed Lost,84000,Poor
2450,0035w0000356owIAAQ,Doctorate,Salaried,Proposal/Price Quote,74000,Best
2451,0035w0000356oukAAA,Postgraduate,Business,Proposal/Price Quote,83000,Average
2452,0035w0000356ow8AAA,Undergraduate,Salaried,Negotiation/Review,52000,Average
2453,0035w0000356p0JAAQ,Postgraduate,Business,follow-up,84000,Best
2454,0035w0000356nArAAI,Secondary school,Unemployed,Prospecting,3000,Best
2455,0035w0000356owpAAA,Undergraduate,Salaried,Closed Lost,88000,Poor
2456,0035w0000356ovvAAA,Undergraduate,Salaried,Closed Lost,88000,Best
2457,0035w0000356p0nAAA,Undergraduate,Salaried,follow-up,71000,Average
2458,0035w0000356p18AAA,Undergraduate,Salaried,follow-up,49000,Average
2459,0035w0000356oxqAAA,Doctorate,Salaried,Prospecting,72000,Poor
2460,0035w0000356oxJAAQ,Undergraduate,Salaried,Closed Lost,40000,Best
2461,0035w0000356ouhAAA,Secondary school,Unemployed,Proposal/Price Quote,1000,Average
2462,0035w0000356ouHAAQ,Undergraduate,Self employed,follow-up,90000,Poor
2463,0035w0000356p0GAAQ,Undergraduate,Salaried,follow-up,79000,Average
2464,0035w0000356ovKAAQ,Postgraduate,Business,Closed Lost,75000,Best
2465,0035w0000356p14AAA,Undergraduate,Salaried,follow-up,84000,Poor
2466,0035w0000356oz9AAA,Undergraduate,Salaried,Proposal/Price Quote,62000,Average
2467,0035w0000356oxkAAA,Secondary school,Self employed,Negotiation/Review,16000,Average
2468,0035w0000356ouxAAA,Undergraduate,Salaried,follow-up,45000,Poor
2469,0035w0000356ovCAAQ,Secondary school,Self employed,Closed Lost,30000,Best
2470,0035w0000356nArAAI,Secondary school,Unemployed,Prospecting,3000,Best
2471,0035w0000356oykAAA,Undergraduate,Salaried,follow-up,51000,Best
2472,0035w0000356owXAAQ,Doctorate,Salaried,follow-up,81000,Poor
2473,0035w0000356p0IAAQ,Elementary school,Self employed,Closed Lost,14000,Average
2474,0035w0000356owjAAA,Elementary school,Unemployed,Negotiation/Review,1000,Best
2475,0035w0000356oteAAA,Postgraduate,Salaried,Prospecting,77000,Average
2476,0035w0000356ow3AAA,Secondary school,Self employed,follow-up,11000,Average
2477,0035w0000356ovlAAA,Postgraduate,Business,follow-up,81000,Poor
2478,0035w0000356owVAAQ,Undergraduate,Salaried,Closed Lost,52000,Best
2479,0035w0000356ouFAAQ,Secondary school,Self employed,follow-up,32000,Best
2480,0035w0000356oyTAAQ,Elementary school,Unemployed,Proposal/Price Quote,1000,Poor
2481,0035w0000356owwAAA,Doctorate,Salaried,Proposal/Price Quote,74000,Average
2482,0035w0000356oukAAA,Postgraduate,Business,Proposal/Price Quote,83000,Average
2483,0035w0000356oy9AAA,Undergraduate,Salaried,Prospecting,68000,Poor
2484,0035w0000356ozZAAQ,Postgraduate,Business,Prospecting,83000,Best
2485,0035w0000356oy4AAA,Undergraduate,Salaried,Proposal/Price Quote,61000,Average
2486,0035w0000356p0CAAQ,Secondary school,Self employed,follow-up,7000,Poor
2487,0035w0000356ovbAAA,Postgraduate,Business,Prospecting,80000,Poor
2488,0035w0000356ovkAAA,Postgraduate,Business,follow-up,86000,Best
2489,0035w0000356nAsAAI,Doctorate,Salaried,follow-up,48000,Poor
2490,0035w0000356owqAAA,Undergraduate,Salaried,follow-up,83000,Average
2491,0035w0000356oyGAAQ,Undergraduate,Salaried,follow-up,86000,Average
2492,0035w0000356p0RAAQ,Doctorate,Salaried,Closed Lost,56000,Best
2493,0035w0000356oylAAA,Postgraduate,Business,follow-up,75000,Best
2494,0035w0000356oyyAAA,Secondary school,Self employed,Proposal/Price Quote,32000,Average
2495,0035w0000356oydAAA,Secondary school,Self employed,follow-up,33000,Poor
2496,0035w0000356p0RAAQ,Doctorate,Salaried,Closed Lost,56000,Best
2497,0035w0000356ovQAAQ,Doctorate,Salaried,follow-up,66000,Average
2498,0035w0000356owhAAA,Undergraduate,Salaried,follow-up,41000,Average
2499,0035w0000356ovrAAA,Secondary school,Salaried,Proposal/Price Quote,70000,Best
2500,0035w0000356oxsAAA,Postgraduate,Business,Closed Lost,90000,Poor
2501,0035w0000356p17AAA,Postgraduate,Salaried,follow-up,71000,Poor
2502,0035w0000356ovsAAA,Postgraduate,Business,Closed Lost,69000,Poor
2503,0035w0000356ozqAAA,Secondary school,Self employed,Proposal/Price Quote,1000,Poor
2504,0035w0000356p11AAA,Postgraduate,Business,follow-up,91000,Poor
2505,0035w0000356p0oAAA,Undergraduate,Salaried,follow-up,65000,Average
2506,0035w0000356oweAAA,Postgraduate,Business,Closed Lost,98000,Best
2507,0035w0000356p0kAAA,Doctorate,Salaried,follow-up,88000,Best
2508,0035w0000356oxtAAA,Undergraduate,Salaried,follow-up,66000,Average
2509,0035w0000356ow2AAA,Undergraduate,Salaried,Closed Lost,58000,Average
2510,0035w0000356ou0AAA,Undergraduate,Salaried,follow-up,67000,Average
2511,0035w0000356oudAAA,Postgraduate,Business,follow-up,92000,Best
2512,0035w0000356ovPAAQ,Undergraduate,Salaried,Closed Lost,85000,Average
2513,0035w0000356owIAAQ,Doctorate,Salaried,Proposal/Price Quote,74000,Best
2514,0035w0000356ouPAAQ,Postgraduate,Business,follow-up,67000,Average
2515,0035w0000356ovVAAQ,Undergraduate,Salaried,Proposal/Price Quote,85000,Average
2516,0035w0000356oyRAAQ,Postgraduate,Business,follow-up,89000,Best
2517,0035w0000356p0kAAA,Doctorate,Salaried,follow-up,88000,Best
2518,0035w0000356ozmAAA,Undergraduate,Salaried,Prospecting,47000,Poor
2519,0035w0000356oywAAA,Doctorate,Salaried,follow-up,44000,Average
2520,0035w0000356owPAAQ,Secondary school,Self employed,follow-up,5000,Best
2521,0035w0000356nAnAAI,Secondary school,Self employed,Closed Lost,25000,Average
2522,0035w0000356outAAA,Elementary school,Self employed,Proposal/Price Quote,9000,Average
2523,0035w0000356oyKAAQ,Doctorate,Salaried,Prospecting,68000,Poor
2524,0035w0000356ozMAAQ,Undergraduate,Salaried,follow-up,56000,Poor
2525,0035w0000356ouNAAQ,Postgraduate,Business,follow-up,85000,Best
2526,0035w0000356oucAAA,Undergraduate,Salaried,Closed Lost,60000,Average
2527,0035w0000356p0BAAQ,Secondary school,Self employed,follow-up,27000,Average
2528,0035w0000356p0hAAA,Postgraduate,Business,follow-up,88000,Best
2529,0035w0000356ov7AAA,Doctorate,Salaried,Proposal/Price Quote,43000,Poor
2530,0035w0000356p0EAAQ,Undergraduate,Salaried,Proposal/Price Quote,78000,Poor
2531,0035w0000356ozzAAA,Secondary school,Salaried,follow-up,10000,Best
2532,0035w0000356oz3AAA,Secondary school,Self employed,Proposal/Price Quote,9000,Poor
2533,0035w0000356oyKAAQ,Doctorate,Salaried,Prospecting,68000,Poor
2534,0035w0000356ozoAAA,Doctorate,Salaried,Proposal/Price Quote,41000,Average
2535,0035w0000356ozHAAQ,Secondary school,Self employed,follow-up,31000,Average
2536,0035w0000356p14AAA,Undergraduate,Salaried,follow-up,84000,Poor
2537,0035w0000356owaAAA,Doctorate,Salaried,follow-up,57000,Best
2538,0035w0000356owpAAA,Undergraduate,Salaried,Closed Lost,88000,Poor
2539,0035w0000356ou9AAA,Postgraduate,Salaried,follow-up,45000,Best
2540,0035w0000356owwAAA,Doctorate,Salaried,Proposal/Price Quote,74000,Average
2541,0035w0000356oxTAAQ,Undergraduate,Salaried,follow-up,65000,Poor
2542,0035w0000356ovkAAA,Postgraduate,Business,follow-up,86000,Best
2543,0035w0000356oyeAAA,Undergraduate,Salaried,Closed Lost,76000,Average
2544,0035w0000356p0vAAA,Secondary school,Self employed,Closed Lost,26000,Poor
2545,0035w0000356owHAAQ,Elementary school,Self employed,Proposal/Price Quote,1000,Average
2546,0035w0000356ou2AAA,Doctorate,Salaried,Negotiation/Review,54000,Best
2547,0035w0000356oxXAAQ,Postgraduate,Business,follow-up,79000,Poor
2548,0035w0000356oxDAAQ,Secondary school,Unemployed,follow-up,1000,Best
2549,0035w0000356ov4AAA,Doctorate,Salaried,follow-up,60000,Poor
2550,0035w0000356p0SAAQ,Postgraduate,Business,Prospecting,71000,Poor
2551,0035w0000356otdAAA,Postgraduate,Salaried,follow-up,60000,Poor
2552,0035w0000356ov3AAA,Postgraduate,Business,follow-up,84000,Average
2553,0035w0000356p07AAA,Elementary school,Self employed,Closed Lost,23000,Poor
2554,0035w0000356oxdAAA,Undergraduate,Salaried,follow-up,69000,Average
2555,0035w0000356p1AAAQ,Doctorate,Salaried,follow-up,85000,Best
2556,0035w0000356p17AAA,Postgraduate,Salaried,follow-up,71000,Poor
2557,0035w0000356p0FAAQ,Secondary school,Self employed,Closed Lost,8000,Best
2558,0035w0000356oyiAAA,Secondary school,Self employed,Proposal/Price Quote,34000,Average
2559,0035w0000356oxyAAA,Elementary school,Self employed,follow-up,3000,Best
2560,0035w0000356ozTAAQ,Elementary school,Self employed,follow-up,10000,Poor
2561,0035w0000356ouOAAQ,Undergraduate,Salaried,follow-up,54000,Poor
2562,0035w0000356oumAAA,Elementary school,Self employed,follow-up,35000,Average
2563,0035w0000356ouMAAQ,Undergraduate,Salaried,follow-up,62000,Average
2564,0035w0000356oxMAAQ,Postgraduate,Business,Closed Lost,84000,Average
2565,0035w0000356ouHAAQ,Undergraduate,Self employed,follow-up,90000,Poor
2566,0035w0000356owIAAQ,Doctorate,Salaried,Proposal/Price Quote,74000,Best
2567,0035w0000356otwAAA,Undergraduate,Salaried,Proposal/Price Quote,42000,Best
2568,0035w0000356oxxAAA,Doctorate,Salaried,follow-up,58000,Average
2569,0035w0000356oyHAAQ,Undergraduate,Salaried,Negotiation/Review,64000,Best
2570,0035w0000356ozAAAQ,Secondary school,Self employed,Negotiation/Review,9000,Best
2571,0035w0000356p08AAA,Undergraduate,Salaried,follow-up,50000,Best
2572,0035w0000356ozWAAQ,Doctorate,Salaried,Closed Lost,83000,Poor
2573,0035w0000356owgAAA,Undergraduate,Salaried,Closed Lost,48000,Average
2574,0035w0000356oynAAA,Doctorate,Salaried,Prospecting,58000,Best
2575,0035w0000356ox4AAA,Undergraduate,Salaried,follow-up,57000,Average
2576,0035w0000356ovvAAA,Undergraduate,Salaried,Closed Lost,88000,Best
2577,0035w0000356nAsAAI,Doctorate,Salaried,follow-up,48000,Poor
2578,0035w0000356oysAAA,Secondary school,Unemployed,follow-up,1000,Average
2579,0035w0000356p1AAAQ,Doctorate,Salaried,follow-up,85000,Best
2580,0035w0000356owPAAQ,Secondary school,Self employed,follow-up,5000,Best
2581,0035w0000356owTAAQ,Doctorate,Salaried,follow-up,57000,Average
2582,0035w0000356owDAAQ,Doctorate,Salaried,follow-up,85000,Poor
2583,0035w0000356owhAAA,Undergraduate,Salaried,follow-up,41000,Average
2584,0035w0000356oueAAA,Doctorate,Salaried,Negotiation/Review,66000,Average
2585,0035w0000356ozHAAQ,Secondary school,Self employed,follow-up,31000,Average
2586,0035w0000356oy5AAA,Undergraduate,Salaried,follow-up,76000,Poor
2587,0035w0000356ozNAAQ,Doctorate,Salaried,follow-up,57000,Best
2588,0035w0000356oxBAAQ,Postgraduate,Business,follow-up,69000,Poor
2589,0035w0000356oz0AAA,Postgraduate,Salaried,Prospecting,74000,Poor
2590,0035w0000356ovRAAQ,Secondary school,Self employed,Closed Lost,30000,Poor
2591,0035w0000356oxcAAA,Postgraduate,Salaried,follow-up,78000,Best
2592,0035w0000356oveAAA,Postgraduate,Salaried,Negotiation/Review,59000,Average
2593,0035w0000356owJAAQ,Doctorate,Salaried,follow-up,74000,Average
2594,0035w0000356ozWAAQ,Doctorate,Salaried,Closed Lost,83000,Poor
2595,0035w0000356ouVAAQ,Postgraduate,Business,Negotiation/Review,92000,Poor
2596,0035w0000356otUAAQ,Undergraduate,Salaried,follow-up,74000,Best
2597,0035w0000356ouGAAQ,Postgraduate,Business,Prospecting,76000,Average
2598,0035w0000356p0VAAQ,Postgraduate,Business,Closed Lost,61000,Best
2599,0035w0000356oz3AAA,Secondary school,Self employed,Proposal/Price Quote,9000,Poor
2600,0035w0000356oz7AAA,Postgraduate,Salaried,Proposal/Price Quote,44000,Poor
2601,0035w0000356oxeAAA,Secondary school,Self employed,follow-up,33000,Poor
2602,0035w0000356oxGAAQ,Doctorate,Salaried,Proposal/Price Quote,69000,Average
2603,0035w0000356owmAAA,Elementary school,Unemployed,follow-up,1000,Poor
2604,0035w0000356owjAAA,Elementary school,Unemployed,Negotiation/Review,1000,Best
2605,0035w0000356p1JAAQ,Doctorate,Salaried,Proposal/Price Quote,65000,Best
2606,0035w0000356ovfAAA,Undergraduate,Salaried,Proposal/Price Quote,51000,Average
2607,0035w0000356outAAA,Elementary school,Self employed,Proposal/Price Quote,9000,Average
2608,0035w0000356ovXAAQ,Undergraduate,Salaried,Closed Lost,72000,Best
2609,0035w0000356ozGAAQ,Undergraduate,Salaried,follow-up,53000,Best
2610,0035w0000356ow2AAA,Undergraduate,Salaried,Closed Lost,58000,Average
2611,0035w0000356oz0AAA,Postgraduate,Salaried,Prospecting,74000,Poor
2612,0035w0000356ox2AAA,Undergraduate,Salaried,follow-up,65000,Best
2613,0035w0000356ovOAAQ,Postgraduate,Business,follow-up,66000,Poor
2614,0035w0000356ov4AAA,Doctorate,Salaried,follow-up,60000,Poor
2615,0035w0000356p01AAA,Undergraduate,Salaried,Closed Lost,51000,Poor
2616,0035w0000356oygAAA,Doctorate,Salaried,Closed Lost,74000,Average
2617,0035w0000356owxAAA,Secondary school,Self employed,follow-up,4000,Average
2618,0035w0000356p0YAAQ,Secondary school,Self employed,Closed Lost,35000,Poor
2619,0035w0000356owqAAA,Undergraduate,Salaried,follow-up,83000,Average
2620,0035w0000356ovKAAQ,Postgraduate,Business,Closed Lost,75000,Best
2621,0035w0000356ovjAAA,Elementary school,Unemployed,Closed Lost,1000,Average
2622,0035w0000356oyVAAQ,Doctorate,Salaried,follow-up,65000,Average
2623,0035w0000356ox5AAA,Doctorate,Salaried,follow-up,88000,Best
2624,0035w0000356oxQAAQ,Undergraduate,Salaried,follow-up,83000,Poor
2625,0035w0000356otbAAA,Doctorate,Salaried,follow-up,43000,Poor
2626,0035w0000356oxJAAQ,Undergraduate,Salaried,Closed Lost,40000,Best
2627,0035w0000356p1CAAQ,Undergraduate,Salaried,Closed Lost,52000,Average
2628,0035w0000356ox3AAA,Postgraduate,Business,Prospecting,71000,Best
2629,0035w0000356oytAAA,Elementary school,Self employed,Negotiation/Review,60000,Average
2630,0035w0000356ou6AAA,Undergraduate,Salaried,Closed Lost,40000,Poor
2631,0035w0000356oyVAAQ,Doctorate,Salaried,follow-up,65000,Average
2632,0035w0000356oyDAAQ,Undergraduate,Salaried,follow-up,75000,Poor
2633,0035w0000356p10AAA,Undergraduate,Salaried,follow-up,84000,Poor
2634,0035w0000356oz4AAA,Postgraduate,Business,Closed Lost,62000,Best
2635,0035w0000356ozuAAA,Undergraduate,Salaried,follow-up,83000,Poor
2636,0035w0000356oxgAAA,Postgraduate,Business,follow-up,65000,Average
2637,0035w0000356nArAAI,Secondary school,Unemployed,Prospecting,3000,Best
2638,0035w0000356ovdAAA,Secondary school,Self employed,follow-up,31000,Average
2639,0035w0000356ovjAAA,Elementary school,Unemployed,Closed Lost,1000,Average
2640,0035w0000356ow7AAA,Postgraduate,Business,follow-up,71000,Average
2641,0035w0000356oxXAAQ,Postgraduate,Business,follow-up,79000,Poor
2642,0035w0000356ouTAAQ,Postgraduate,Business,Closed Lost,88000,Poor
2643,0035w0000356oudAAA,Postgraduate,Business,follow-up,92000,Best
2644,0035w0000356ozmAAA,Undergraduate,Salaried,Prospecting,47000,Poor
2645,0035w0000356p0cAAA,Undergraduate,Salaried,Proposal/Price Quote,49000,Average
2646,0035w0000356owfAAA,Undergraduate,Salaried,follow-up,86000,Average
2647,0035w0000356oxIAAQ,Postgraduate,Business,follow-up,60000,Average
2648,0035w0000356oyWAAQ,Postgraduate,Salaried,Prospecting,49000,Average
2649,0035w0000356ow2AAA,Undergraduate,Salaried,Closed Lost,58000,Average
2650,0035w0000356ouWAAQ,Secondary school,Unemployed,follow-up,1000,Average
2651,0035w0000356oyeAAA,Undergraduate,Salaried,Closed Lost,76000,Average
2652,0035w0000356p0aAAA,Postgraduate,Business,follow-up,82000,Best
2653,0035w0000356otrAAA,Postgraduate,Salaried,Proposal/Price Quote,61000,Best
2654,0035w0000356oyFAAQ,Postgraduate,Business,Closed Lost,90000,Best
2655,0035w0000356oxVAAQ,Elementary school,Self employed,follow-up,4000,Poor
2656,0035w0000356oz5AAA,Undergraduate,Salaried,Proposal/Price Quote,85000,Best
2657,0035w0000356ozmAAA,Undergraduate,Salaried,Prospecting,47000,Poor
2658,0035w0000356ouJAAQ,Secondary school,Self employed,Negotiation/Review,12000,Poor
2659,0035w0000356oz0AAA,Postgraduate,Salaried,Prospecting,74000,Poor
2660,0035w0000356p1LAAQ,Elementary school,Self employed,follow-up,12000,Poor
2661,0035w0000356ouHAAQ,Undergraduate,Self employed,follow-up,90000,Poor
2662,0035w0000356oxGAAQ,Doctorate,Salaried,Proposal/Price Quote,69000,Average
2663,0035w0000356owIAAQ,Doctorate,Salaried,Proposal/Price Quote,74000,Best
2664,0035w0000356owBAAQ,Undergraduate,Salaried,Closed Lost,73000,Best
2665,0035w0000356oueAAA,Doctorate,Salaried,Negotiation/Review,66000,Average
2666,0035w0000356p0iAAA,Postgraduate,Business,Proposal/Price Quote,87000,Average
2667,0035w0000356p0VAAQ,Postgraduate,Business,Closed Lost,61000,Best
2668,0035w0000356oxxAAA,Doctorate,Salaried,follow-up,58000,Average
2669,0035w0000356ovpAAA,Postgraduate,Business,Closed Lost,73000,Poor
2670,0035w0000356owVAAQ,Undergraduate,Salaried,Closed Lost,52000,Best
2671,0035w0000356ovgAAA,Postgraduate,Business,follow-up,74000,Average
2672,0035w0000356oyEAAQ,Doctorate,Salaried,follow-up,59000,Poor
2673,0035w0000356otmAAA,Secondary school,Self employed,follow-up,31000,Average
2674,0035w0000356oxOAAQ,Postgraduate,Salaried,Closed Lost,76000,Average
2675,0035w0000356oxtAAA,Undergraduate,Salaried,follow-up,66000,Average
2676,0035w0000356oxbAAA,Postgraduate,Business,Closed Lost,70000,Average
2677,0035w0000356nAqAAI,Undergraduate,Salaried,Closed Lost,59000,Poor
2678,0035w0000356ox1AAA,Undergraduate,Salaried,Proposal/Price Quote,64000,Best
2679,0035w0000356p0HAAQ,Secondary school,Self employed,Closed Lost,9000,Average
2680,0035w0000356p0pAAA,Undergraduate,Salaried,follow-up,41000,Best
2681,0035w0000356ox4AAA,Undergraduate,Salaried,follow-up,57000,Average
2682,0035w0000356otYAAQ,Elementary school,Self employed,Negotiation/Review,22000,Average
2683,0035w0000356p0VAAQ,Postgraduate,Business,Closed Lost,61000,Best
2684,0035w0000356ouzAAA,Undergraduate,Salaried,follow-up,56000,Average
2685,0035w0000356p0OAAQ,Postgraduate,Business,follow-up,61000,Poor
2686,0035w0000356owlAAA,Postgraduate,Business,Closed Lost,72000,Best
2687,0035w0000356oxrAAA,Undergraduate,Salaried,follow-up,81000,Average
2688,0035w0000356ouNAAQ,Postgraduate,Business,follow-up,85000,Best
2689,0035w0000356ozdAAA,Postgraduate,Business,follow-up,79000,Average
2690,0035w0000356otmAAA,Secondary school,Self employed,follow-up,31000,Average
2691,0035w0000356ovQAAQ,Doctorate,Salaried,follow-up,66000,Average
2692,0035w0000356ozeAAA,Undergraduate,Salaried,follow-up,40000,Average
2693,0035w0000356nAnAAI,Secondary school,Self employed,Closed Lost,25000,Average
2694,0035w0000356ouzAAA,Undergraduate,Salaried,follow-up,56000,Average
2695,0035w0000356oyqAAA,Doctorate,Salaried,Closed Lost,84000,Average
2696,0035w0000356ouCAAQ,Doctorate,Salaried,follow-up,48000,Poor
2697,0035w0000356p0qAAA,Undergraduate,Salaried,follow-up,84000,Poor
2698,0035w0000356ozcAAA,Undergraduate,Salaried,follow-up,77000,Poor
2699,0035w0000356ozJAAQ,Secondary school,Self employed,Negotiation/Review,34000,Best
2700,0035w0000356owhAAA,Undergraduate,Salaried,follow-up,41000,Average
2701,0035w0000356ozdAAA,Postgraduate,Business,follow-up,79000,Average
2702,0035w0000356otxAAA,Undergraduate,Salaried,follow-up,85000,Poor
2703,0035w0000356oxGAAQ,Doctorate,Salaried,Proposal/Price Quote,69000,Average
2704,0035w0000356p0aAAA,Postgraduate,Business,follow-up,82000,Best
2705,0035w0000356owTAAQ,Doctorate,Salaried,follow-up,57000,Average
2706,0035w0000356oyDAAQ,Undergraduate,Salaried,follow-up,75000,Poor
2707,0035w0000356ozhAAA,Secondary school,Self employed,Closed Lost,7000,Average
2708,0035w0000356oyiAAA,Secondary school,Self employed,Proposal/Price Quote,34000,Average
2709,0035w0000356ouqAAA,Secondary school,Self employed,Closed Lost,6000,Best
2710,0035w0000356oy0AAA,Doctorate,Salaried,Negotiation/Review,40000,Average
2711,0035w0000356ou2AAA,Doctorate,Salaried,Negotiation/Review,54000,Best
2712,0035w0000356owKAAQ,Undergraduate,Salaried,follow-up,85000,Best
2713,0035w0000356oyFAAQ,Postgraduate,Business,Closed Lost,90000,Best
2714,0035w0000356p0dAAA,Doctorate,Salaried,follow-up,58000,Best
2715,0035w0000356p0gAAA,Secondary school,Self employed,follow-up,82000,Average
2716,0035w0000356oxxAAA,Doctorate,Salaried,follow-up,58000,Average
2717,0035w0000356ovkAAA,Postgraduate,Business,follow-up,86000,Best
2718,0035w0000356p0cAAA,Undergraduate,Salaried,Proposal/Price Quote,49000,Average
2719,0035w0000356ozTAAQ,Elementary school,Self employed,follow-up,10000,Poor
2720,0035w0000356ozzAAA,Secondary school,Salaried,follow-up,10000,Best
2721,0035w0000356ounAAA,Undergraduate,Salaried,Prospecting,45000,Best
2722,0035w0000356ouCAAQ,Doctorate,Salaried,follow-up,48000,Poor
2723,0035w0000356oy1AAA,Undergraduate,Salaried,Closed Lost,64000,Average
2724,0035w0000356ouyAAA,Undergraduate,Salaried,follow-up,71000,Best
2725,0035w0000356oyFAAQ,Postgraduate,Business,Closed Lost,90000,Best
2726,0035w0000356otVAAQ,Doctorate,Salaried,follow-up,45000,Poor
2727,0035w0000356ozPAAQ,Doctorate,Salaried,follow-up,41000,Best
2728,0035w0000356nAnAAI,Secondary school,Self employed,Closed Lost,25000,Average
2729,0035w0000356oy9AAA,Undergraduate,Salaried,Prospecting,68000,Poor
2730,0035w0000356oxzAAA,Postgraduate,Business,Negotiation/Review,98000,Average
2731,0035w0000356p0tAAA,Undergraduate,Salaried,Proposal/Price Quote,52000,Average
2732,0035w0000356owTAAQ,Doctorate,Salaried,follow-up,57000,Average
2733,0035w0000356ozeAAA,Undergraduate,Salaried,follow-up,40000,Average
2734,0035w0000356oxBAAQ,Postgraduate,Business,follow-up,69000,Poor
2735,0035w0000356ozqAAA,Secondary school,Self employed,Proposal/Price Quote,1000,Poor
2736,0035w0000356oxRAAQ,Postgraduate,Business,Prospecting,72000,Best
2737,0035w0000356p0EAAQ,Undergraduate,Salaried,Proposal/Price Quote,78000,Poor
2738,0035w0000356oxTAAQ,Undergraduate,Salaried,follow-up,65000,Poor
2739,0035w0000356p0FAAQ,Secondary school,Self employed,Closed Lost,8000,Best
2740,0035w0000356othAAA,Doctorate,Salaried,Prospecting,54000,Best
2741,0035w0000356ox7AAA,Undergraduate,Salaried,Closed Lost,44000,Poor
2742,0035w0000356p14AAA,Undergraduate,Salaried,follow-up,84000,Poor
2743,0035w0000356oy0AAA,Doctorate,Salaried,Negotiation/Review,40000,Average
2744,0035w0000356oziAAA,Postgraduate,Business,follow-up,70000,Poor
2745,0035w0000356ox8AAA,Doctorate,Salaried,follow-up,85000,Best
2746,0035w0000356owEAAQ,Doctorate,Salaried,follow-up,63000,Average
2747,0035w0000356oywAAA,Doctorate,Salaried,follow-up,44000,Average
2748,0035w0000356ov5AAA,Postgraduate,Salaried,Closed Lost,59000,Poor
2749,0035w0000356p0yAAA,Postgraduate,Business,Prospecting,66000,Average
